soil_treatment,training_crop,feedback_crop,replication,shoot_mass_g,root_mass_g,total_mass_g
Nutrient,Maize,Maize,4,5.6499999999999995,3.9133322683706075,9.563332268370607
Nutrient,Maize,Maize,5,5.31,2.2322855620671285,7.5422855620671285
Nutrient,Maize,Maize,6,5.48,2.772902208201892,8.252902208201892
Nutrient,Maize,Maize,7,6.13,4.39133631713555,10.52133631713555
Nutrient,Maize,Maize,8,4.43,5.261161161161161,9.691161161161162
Nutrient,Maize,Wheat,1,4.24,0.8892110091743113,5.129211009174312
Nutrient,Maize,Wheat,2,4.12,0.7919230769230768,4.911923076923077
Nutrient,Maize,Wheat,3,4.029999999999999,0.9601027397260271,4.9901027397260265
Nutrient,Maize,Wheat,4,3.629999999999999,1.6310104529616714,5.261010452961671
Nutrient,Maize,Wheat,5,5.119999999999999,1.511679389312977,6.631679389312977
Nutrient,Maize,Wheat,6,5.1000000000000005,1.1726141078838175,6.272614107883818
Nutrient,Maize,Wheat,7,3.7799999999999994,1.2395377128953766,5.019537712895376
Nutrient,Maize,Wheat,8,3.5199999999999996,1.0307926829268288,4.550792682926828
Nutrient,Maize,Alfalfa,1,0.4399999999999995,0.11542857142857026,0.5554285714285697
Nutrient,Maize,Alfalfa,2,0.7999999999999998,0.23555555555555577,1.0355555555555556
Nutrient,Maize,Alfalfa,3,1.0199999999999996,0.4183285302593659,1.4383285302593656
Nutrient,Maize,Alfalfa,4,0.7599999999999998,0.23071428571428512,0.9907142857142849
Nutrient,Maize,Alfalfa,5,0.17999999999999972,0.060999999999998694,0.2409999999999984
Nutrient,Maize,Alfalfa,6,0.6099999999999994,0.17343283582089514,0.7834328358208946
Nutrient,Maize,Alfalfa,7,0.08000000000000007,0,0.08000000000000007
Nutrient,Maize,Alfalfa,8,0.5599999999999996,0.3846802325581396,0.9446802325581392
Nutrient,Wheat,Canola,1,3.7699999999999996,0.5451583710407235,4.315158371040723
Nutrient,Wheat,Canola,2,4.529999999999999,0.5853413654618467,5.1153413654618465
Nutrient,Wheat,Canola,3,5.239999999999999,0.6946058091286308,5.93460580912863
Nutrient,Wheat,Canola,4,5.17,0.5686013986013984,5.738601398601398
Nutrient,Wheat,Canola,5,4.76,0.5874683544303795,5.347468354430379
Nutrient,Wheat,Canola,6,6.13,0.7235643564356434,6.853564356435643
Nutrient,Wheat,Canola,7,6.359999999999999,0.7108264462809911,7.07082644628099
Nutrient,Wheat,Canola,8,5.859999999999999,0.9645810055865918,6.824581005586591
Nutrient,Wheat,Soybean,1,2.9399999999999995,1.0826237054085155,4.022623705408515
Nutrient,Wheat,Soybean,2,3.33,1.2933774834437084,4.623377483443709
Nutrient,Wheat,Soybean,3,2.919999999999999,1.2229249011857708,4.14292490118577
Nutrient,Wheat,Soybean,4,3.59,1.598703870387038,5.188703870387037
Nutrient,Wheat,Soybean,5,2.83,1.0546341463414628,3.8846341463414626
Nutrient,Wheat,Soybean,6,4.11,1.2489473684210526,5.3589473684210525
Nutrient,Wheat,Soybean,7,4.6899999999999995,1.3574226804123708,6.04742268041237
Nutrient,Wheat,Soybean,8,2.1899999999999995,0.747978910369068,2.9379789103690674
Nutrient,Wheat,Maize,1,4.64,1.9619212598425195,6.601921259842519
Nutrient,Wheat,Maize,2,4.99,2.4737999999999998,7.4638
Nutrient,Wheat,Maize,3,9.12,3.161935784085622,12.281935784085622
Nutrient,Wheat,Maize,4,6.11,3.2877082395317423,9.397708239531742
Nutrient,Wheat,Maize,5,5.93,2.685370258880192,8.615370258880192
Nutrient,Wheat,Maize,6,6.879999999999999,3.737830637488106,10.617830637488105
Nutrient,Wheat,Maize,7,9.11,3.6569129864451244,12.766912986445124
Nutrient,Wheat,Maize,8,6.4,3.482899513058876,9.882899513058877
Nutrient,Wheat,Wheat,1,5.889999999999999,0.8038834951456308,6.69388349514563
Nutrient,Wheat,Wheat,2,5.6,1.0056049822064053,6.605604982206405
Nutrient,Wheat,Wheat,3,6.11,1.0936274509803918,7.203627450980392
Nutrient,Wheat,Wheat,4,4.68,0.8666666666666659,5.546666666666666
Nutrient,Wheat,Wheat,5,6.11,1.145068493150685,7.255068493150685
Nutrient,Wheat,Wheat,6,5.65,0.6946687697160877,6.344668769716088
Nutrient,Wheat,Wheat,7,6,0.8518251928020563,6.851825192802056
Nutrient,Wheat,Wheat,8,5.36,0.7807282913165265,6.140728291316527
Nutrient,Wheat,Alfalfa,1,0.8299999999999992,0.373706293706293,1.2037062937062921
Nutrient,Wheat,Alfalfa,2,0.8799999999999999,0.35293918918918876,1.2329391891891888
Nutrient,Wheat,Alfalfa,3,0.8899999999999997,0.42720496894409926,1.317204968944099
Nutrient,Wheat,Alfalfa,4,0.1999999999999993,0.11218390804597711,0.3121839080459764
Nutrient,Wheat,Alfalfa,5,0.8999999999999995,0.3858083832335328,1.2858083832335323
Nutrient,Wheat,Alfalfa,6,0.9399999999999995,0.3742574257425734,1.314257425742573
Nutrient,Wheat,Alfalfa,7,0.5499999999999998,0.3824034334763939,0.9324034334763938
Nutrient,Wheat,Alfalfa,8,0.75,0.23920863309352455,0.9892086330935246
Nutrient,Alfalfa,Canola,1,8.05,0.7471200000000002,8.797120000000001
Nutrient,Alfalfa,Canola,2,8.32,1.7561194029850744,10.076119402985075
Nutrient,Alfalfa,Canola,3,8.32,1.4661885245901636,9.786188524590164
Nutrient,Alfalfa,Canola,4,8.73,1.2939162561576354,10.023916256157635
Nutrient,Alfalfa,Canola,5,7.46,1.120287356321839,8.58028735632184
Nutrient,Alfalfa,Canola,6,9.43,1.2173643410852704,10.64736434108527
Nutrient,Alfalfa,Canola,7,9.37,1.4865342163355406,10.85653421633554
Nutrient,Alfalfa,Canola,8,8.09,1.2932084309133485,9.38320843091335
Nutrient,Alfalfa,Soybean,1,4.41,1.2224818401937043,5.632481840193704
Nutrient,Alfalfa,Soybean,2,3.5200000000000005,1.0735374868004224,4.593537486800423
Nutrient,Alfalfa,Soybean,3,3.4800000000000004,0.9226086956521731,4.402608695652173
Nutrient,Alfalfa,Soybean,4,3.5999999999999996,1.0344112149532703,4.6344112149532695
Nutrient,Alfalfa,Soybean,5,2.829999999999999,0.6753521126760559,3.505352112676055
Nutrient,Alfalfa,Soybean,6,3.99,1.1771266968325786,5.167126696832579
Nutrient,Alfalfa,Soybean,7,4.139999999999999,1.2466730401529635,5.386673040152962
Nutrient,Alfalfa,Soybean,8,3.6599999999999993,0.9948822927328551,4.654882292732855
Nutrient,Alfalfa,Maize,1,7.71,2.3520947368421057,10.062094736842106
Nutrient,Alfalfa,Maize,2,10.09,3.763799472295514,13.853799472295513
Nutrient,Alfalfa,Maize,3,9.440000000000001,2.974715909090909,12.41471590909091
Nutrient,Alfalfa,Maize,4,9.419999999999998,3.9808917197452227,13.400891719745221
Nutrient,Alfalfa,Maize,5,10.68,2.6187417218543034,13.298741721854302
Nutrient,Alfalfa,Maize,6,7.1,2.3694915254237285,9.469491525423727
Nutrient,Alfalfa,Maize,7,9.29,2.548042328042327,11.838042328042327
Nutrient,Alfalfa,Maize,8,9.419999999999998,2.4638818778394747,11.883881877839473
Nutrient,Alfalfa,Wheat,1,7.49,1.1164423076923071,8.606442307692307
Nutrient,Alfalfa,Wheat,2,6.96,0.8948571428571421,7.854857142857142
Nutrient,Alfalfa,Wheat,3,6.969999999999999,1.5384753363228694,8.508475336322869
Nutrient,Alfalfa,Wheat,4,8.41,1.0807526881720433,9.490752688172044
Nutrient,Alfalfa,Wheat,5,7.409999999999999,1.0309714285714282,8.440971428571427
Nutrient,Alfalfa,Wheat,6,6.98,1.086242990654205,8.066242990654205
Nutrient,Alfalfa,Wheat,7,7.07,1.1572580645161288,8.227258064516128
Nutrient,Alfalfa,Wheat,8,7.21,1.1178597785977853,8.327859778597785
Nutrient,Alfalfa,Alfalfa,1,0.7599999999999998,0.2490797546012261,1.0090797546012258
Nutrient,Alfalfa,Alfalfa,2,0.4299999999999997,0.09363636363636282,0.5236363636363626
Nutrient,Alfalfa,Alfalfa,3,0.5099999999999998,0.1723076923076919,0.6823076923076917
Nutrient,Alfalfa,Alfalfa,4,0.0699999999999994,0.03857142857142774,0.10857142857142714
Nutrient,Alfalfa,Alfalfa,5,0.3799999999999999,0.13636363636363588,0.5163636363636358
Nutrient,Alfalfa,Alfalfa,6,0.14999999999999947,0.03833333333333252,0.188333333333332
Nutrient,Alfalfa,Alfalfa,7,1.21,0.2637209302325581,1.473720930232558
Nutrient,Alfalfa,Alfalfa,8,0.16999999999999993,0.05371428571428576,0.2237142857142857
Soil biota,Canola,Canola,1,7.89,1.7532444959443805,9.64324449594438
Soil biota,Canola,Canola,2,7.85,1.5333508541392902,9.38335085413929
Soil biota,Canola,Canola,3,7.549999999999999,1.0640829694323146,8.614082969432314
Soil biota,Canola,Canola,4,7.03,1.3284867394695785,8.358486739469578
Soil biota,Canola,Canola,5,7.65,1.1150669642857136,8.765066964285714
Soil biota,Canola,Canola,6,8.07,1.501738122827347,9.571738122827348
Soil biota,Canola,Canola,7,7.31,1.5524215809284823,8.862421580928482
Soil biota,Canola,Canola,8,7.75,1.073248532289628,8.823248532289629
Soil biota,Canola,Soybean,1,4.02,1.167905325443787,5.187905325443786
Soil biota,Canola,Soybean,2,2.5999999999999996,0.7353281249999999,3.3353281249999993
Soil biota,Canola,Soybean,3,1.339999999999999,0.343,1.682999999999999
Soil biota,Canola,Soybean,4,3.8599999999999994,1.2038331454340465,5.063833145434046
Soil biota,Canola,Soybean,5,3.09,0.9332057416267936,4.023205741626794
Soil biota,Canola,Soybean,6,3.45,0.9063055555555556,4.356305555555556
Soil biota,Canola,Soybean,7,2.0199999999999996,0.6482041587901702,2.6682041587901697
Soil biota,Canola,Soybean,8,3.039999999999999,0.8282352941176467,3.868235294117646
Soil biota,Canola,Maize,1,10.8,3.4887307973664967,14.288730797366497
Soil biota,Canola,Maize,2,9.02,3.3531340288924554,12.373134028892455
Soil biota,Canola,Maize,3,1.6100000000000003,0.631801980198019,2.2418019801980194
Soil biota,Canola,Maize,4,9.049999999999999,3.392160133444537,12.442160133444535
Soil biota,Canola,Maize,5,8.969999999999999,3.90161197259286,12.87161197259286
Soil biota,Canola,Maize,6,9.36,4.293644859813084,13.653644859813085
Soil biota,Canola,Maize,7,7.8100000000000005,3.797682926829267,11.607682926829268
Soil biota,Canola,Maize,8,8.44,3.3565539601667433,11.796553960166744
Soil biota,Canola,Wheat,1,5.86,1.2325000000000002,7.0925
Soil biota,Canola,Wheat,2,6.76,1.5147025813692474,8.274702581369247
Soil biota,Canola,Wheat,3,6.699999999999999,0.9457619738751806,7.64576197387518
Soil biota,Canola,Wheat,4,6.9799999999999995,1.2583928571428573,8.238392857142857
Soil biota,Canola,Wheat,5,6.68,1.0175706214689262,7.697570621468926
Soil biota,Canola,Wheat,6,6.949999999999999,0.9815011037527588,7.931501103752758
Soil biota,Canola,Wheat,7,6.4799999999999995,0.95937106918239,7.439371069182389
Soil biota,Canola,Wheat,8,6.890000000000001,0.9108433734939757,7.800843373493977
Soil biota,Canola,Alfalfa,1,0.2999999999999998,0.16335820895522304,0.46335820895522284
Soil biota,Canola,Alfalfa,2,0.46999999999999975,0.25555555555555465,0.7255555555555544
Soil biota,Canola,Alfalfa,3,0.3700000000000001,0.1534426229508198,0.5234426229508199
Soil biota,Canola,Alfalfa,4,0.6099999999999994,0.2732989690721646,0.883298969072164
Soil biota,Canola,Alfalfa,5,0.5199999999999996,0.231931034482758,0.7519310344827576
Soil biota,Canola,Alfalfa,6,0.7000000000000002,0.1591194968553451,0.8591194968553453
Soil biota,Canola,Alfalfa,7,0.17999999999999972,0.06060606060606066,0.24060606060606038
Soil biota,Canola,Alfalfa,8,0.25,0.13846153846153797,0.38846153846153797
Soil biota,Soybean,Canola,1,8.49,1.9501818181818185,10.440181818181818
Soil biota,Soybean,Canola,2,8.139999999999999,1.548191489361702,9.688191489361701
Soil biota,Soybean,Canola,3,7.8500000000000005,1.2129433272394878,9.062943327239488
Soil biota,Soybean,Canola,4,8.54,1.437021276595744,9.977021276595742
Soil biota,Soybean,Canola,5,7.930000000000001,1.1222377622377617,9.052237762237763
Soil biota,Soybean,Canola,6,7.799999999999999,1.1995161290322573,8.999516129032257
Soil biota,Soybean,Canola,7,7.949999999999999,1.4253420195439732,9.375342019543972
Soil biota,Soybean,Canola,8,8.23,0.9541304347826085,9.18413043478261
Soil biota,Soybean,Soybean,1,3.41,1.1070967741935474,4.517096774193547
Soil biota,Soybean,Soybean,2,4.829999999999999,1.4619220308250227,6.291922030825022
Soil biota,Soybean,Soybean,3,3.369999999999999,0.9405607476635509,4.31056074766355
Soil biota,Soybean,Soybean,4,3.75,0.991468531468531,4.741468531468531
Soil biota,Soybean,Soybean,5,3.6399999999999997,1.2482343749999996,4.888234375
Soil biota,Soybean,Soybean,6,4.23,1.295305676855895,5.525305676855895
Soil biota,Soybean,Soybean,7,4.5,1.269607843137254,5.769607843137254
Soil biota,Soybean,Soybean,8,4.06,1.0605676328502418,5.120567632850241
Soil biota,Soybean,Maize,1,8.81,3.5665236051502136,12.376523605150215
Soil biota,Soybean,Maize,2,9.190000000000001,3.7492478860703153,12.939247886070316
Soil biota,Soybean,Maize,3,9.16,3.83315502183406,12.99315502183406
Soil biota,Soybean,Maize,4,8.23,4.963632371392723,13.193632371392724
Soil biota,Soybean,Maize,5,8.15,3.5213795885437675,11.671379588543768
Soil biota,Soybean,Maize,6,9.689999999999998,3.579787660256411,13.269787660256409
Soil biota,Soybean,Maize,7,9.33,3.855361807271443,13.185361807271443
Soil biota,Soybean,Maize,8,9.1,3.1776396960214566,12.277639696021456
Soil biota,Soybean,Wheat,1,5.88,0.6848192771084338,6.564819277108434
Soil biota,Soybean,Wheat,2,7.199999999999999,0.9926470588235288,8.192647058823528
Soil biota,Soybean,Wheat,3,6.7299999999999995,1.213871559633027,7.943871559633027
Soil biota,Soybean,Wheat,4,6.629999999999999,0.76655421686747,7.396554216867469
Soil biota,Soybean,Wheat,5,7.119999999999999,1.0820955315870568,8.202095531587055
Soil biota,Soybean,Wheat,6,5.909999999999999,0.9180861244019132,6.828086124401913
Soil biota,Soybean,Wheat,7,6.4399999999999995,1.0573873873873871,7.497387387387387
Soil biota,Soybean,Wheat,8,6.109999999999999,0.9266565349544067,7.036656534954406
Soil biota,Soybean,Alfalfa,1,0.5899999999999999,0.27743749999999945,0.8674374999999993
Soil biota,Soybean,Alfalfa,2,0.6099999999999994,0.22567164179104443,0.8356716417910439
Soil biota,Soybean,Alfalfa,3,0.9500000000000002,0.24516129032257977,1.19516129032258
Soil biota,Soybean,Alfalfa,4,1.1099999999999994,0.5294117647058815,1.6394117647058808
Soil biota,Soybean,Alfalfa,5,0.8399999999999999,0.17412587412587352,1.0141258741258734
Soil biota,Soybean,Alfalfa,6,1.419999999999999,0.4274999999999993,1.8474999999999984
Soil biota,Soybean,Alfalfa,7,0.7599999999999998,0.1715568862275443,0.9315568862275441
Soil biota,Soybean,Alfalfa,8,0.40999999999999925,0.1621176470588234,0.5721176470588226
Soil biota,Maize,Canola,1,6.57,1.3843883495145635,7.954388349514564
Soil biota,Maize,Canola,2,8.049999999999999,1.4634065934065934,9.513406593406593
Soil biota,Maize,Canola,3,7.96,1.9839999999999989,9.943999999999999
Soil biota,Maize,Canola,4,8.219999999999999,1.0943339960238567,9.314333996023855
Soil biota,Maize,Canola,5,8,1.8399868938401038,9.839986893840104
Soil biota,Maize,Canola,6,7.56,2.168104265402843,9.728104265402843
Soil biota,Maize,Canola,7,7.109999999999999,1.0681818181818175,8.178181818181816
Soil biota,Maize,Canola,8,8.2,1.38194384449244,9.58194384449244
Soil biota,Maize,Soybean,1,3.4799999999999995,1.063749999999999,4.543749999999998
Soil biota,Maize,Soybean,2,2.34,0.5756929637526643,2.9156929637526643
Soil biota,Maize,Soybean,3,4.1899999999999995,1.0216012558869703,5.21160125588697
Soil biota,Maize,Soybean,4,3.5699999999999994,1.0826946107784423,4.6526946107784415
Soil biota,Maize,Soybean,5,1.7799999999999994,0.35363247863247865,2.133632478632478
Soil biota,Maize,Soybean,6,4.02,1.0545652173913043,5.074565217391304
Soil biota,Maize,Soybean,7,4.47,1.3409268292682917,5.810926829268292
Soil biota,Maize,Soybean,8,4.9,1.4258876404494383,6.325887640449439
Soil biota,Maize,Maize,1,9.03,3.8627730294396962,12.892773029439695
Soil biota,Maize,Maize,2,10.2,4.198354946276399,14.398354946276399
Soil biota,Maize,Maize,3,9.28,4.154334790755777,13.434334790755777
Soil biota,Maize,Maize,4,10.120000000000001,2.6726978998384485,12.79269789983845
Soil biota,Maize,Maize,5,9.32,3.928897149938041,13.248897149938042
Soil biota,Maize,Maize,6,9.379999999999999,3.4374439802506638,12.817443980250662
Soil biota,Maize,Maize,7,8.9,3.976563114431773,12.876563114431773
Soil biota,Maize,Maize,8,8.89,3.467744154057771,12.357744154057771
Soil biota,Maize,Wheat,1,6.45,1.0923076923076924,7.542307692307693
Soil biota,Maize,Wheat,2,6.76,1.1664803312629393,7.926480331262939
Soil biota,Maize,Wheat,3,6.98,1.0218218623481776,8.001821862348178
Soil biota,Maize,Wheat,4,7.079999999999999,1.141932773109243,8.221932773109241
Soil biota,Maize,Wheat,5,6.859999999999999,1.1566182298546892,8.01661822985469
Soil biota,Maize,Wheat,6,6.489999999999999,1.082388059701492,7.572388059701492
Soil biota,Maize,Wheat,7,6.85,0.9878709677419346,7.837870967741934
Soil biota,Maize,Wheat,8,6.18,1.021808873720136,7.201808873720136
Soil biota,Maize,Alfalfa,1,0.3299999999999992,0.15272727272727288,0.48272727272727206
Soil biota,Maize,Alfalfa,2,1.1099999999999994,0.2664622641509433,1.3764622641509427
Soil biota,Maize,Alfalfa,3,0.5699999999999994,0.1044705882352942,0.6744705882352936
Soil biota,Maize,Alfalfa,4,1.7799999999999994,0.8829385964912274,2.6629385964912267
Soil biota,Maize,Alfalfa,5,0.8399999999999999,0.19582089552238824,1.035820895522388
Soil biota,Maize,Alfalfa,6,1.0599999999999996,0.3774509803921559,1.4374509803921556
Soil biota,Maize,Alfalfa,7,0.5,0.14444444444444393,0.6444444444444439
Soil biota,Maize,Alfalfa,8,0.46999999999999975,0.1717431192660549,0.6417431192660547
Soil biota,Wheat,Canola,1,8.399999999999999,1.2874895397489539,9.687489539748952
Soil biota,Wheat,Canola,2,8.219999999999999,1.3292229729729728,9.549222972972972
Soil biota,Wheat,Canola,3,7.49,1.1205633802816897,8.61056338028169
Soil biota,Wheat,Canola,4,7.409999999999999,1.22067415730337,8.63067415730337
Soil biota,Wheat,Canola,5,7.6499999999999995,1.170528846153846,8.820528846153845
Soil biota,Wheat,Canola,6,8.29,1.5302192448233862,9.820219244823384
Soil biota,Wheat,Canola,7,9.55,1.4217341040462421,10.971734104046243
Soil biota,Wheat,Canola,8,7.2,1.4035682158920537,8.603568215892054
Soil biota,Wheat,Soybean,1,2.8899999999999997,0.7800244498777498,3.6700244498777495
Soil biota,Wheat,Soybean,2,3.41,0.8496523178807942,4.259652317880795
Soil biota,Wheat,Soybean,3,3.629999999999999,1.0581604696673188,4.688160469667318
Soil biota,Wheat,Soybean,4,2.6499999999999995,0.7399702380952378,3.3899702380952372
Soil biota,Wheat,Soybean,5,3.799999999999999,1.1199720670391053,4.9199720670391045
Soil biota,Wheat,Soybean,6,3.959999999999999,1.200838926174496,5.160838926174495
Soil biota,Wheat,Soybean,7,3.3499999999999996,0.9562382445141059,4.306238244514105
Soil biota,Wheat,Soybean,8,3.4699999999999998,1.1177941176470583,4.587794117647058
Soil biota,Wheat,Maize,1,8.54,3.2778489116517275,11.817848911651726
Soil biota,Wheat,Maize,2,9.02,3.636948561464691,12.656948561464691
Soil biota,Wheat,Maize,3,8.16,4.189601518026564,12.349601518026564
Soil biota,Wheat,Maize,4,7.1,2.909849582172702,10.009849582172702
Soil biota,Wheat,Maize,5,7.61,3.8706958762886594,11.48069587628866
Soil biota,Wheat,Maize,6,8.62,2.45814332247557,11.078143322475569
Soil biota,Wheat,Maize,8,7.14,2.868076109936574,10.008076109936574
Soil biota,Wheat,Wheat,1,6,1.2171968503937005,7.217196850393701
Soil biota,Wheat,Wheat,2,5.6000000000000005,0.8973305084745755,6.497330508474576
Soil biota,Wheat,Wheat,3,6.6,1.0084615384615383,7.608461538461538
Soil biota,Wheat,Wheat,4,6.91,0.9070103092783506,7.81701030927835
Soil biota,Wheat,Wheat,5,7.529999999999999,1.3713354037267076,8.901335403726707
Soil biota,Wheat,Wheat,6,7.2299999999999995,1.1563789868667915,8.386378986866792
Soil biota,Wheat,Wheat,7,6.049999999999999,0.7953365384615384,6.845336538461537
Soil biota,Wheat,Wheat,8,7.18,1.109936575052854,8.289936575052854
Soil biota,Wheat,Alfalfa,1,0.6399999999999997,0.2264835164835161,0.8664835164835158
Soil biota,Wheat,Alfalfa,2,1.1499999999999995,0.4732860520094557,1.6232860520094552
Soil biota,Wheat,Alfalfa,3,1.6199999999999992,0.5059999999999995,2.1259999999999986
Soil biota,Wheat,Alfalfa,4,0.9399999999999995,0.2978723404255319,1.2378723404255314
Soil biota,Wheat,Alfalfa,5,0.5299999999999994,0.19270072992700749,0.7227007299270068
Soil biota,Wheat,Alfalfa,6,0.8199999999999994,0.28545454545454524,1.1054545454545446
Soil biota,Wheat,Alfalfa,7,1.259999999999999,0.44769647696476905,1.707696476964768
Soil biota,Wheat,Alfalfa,8,1.2399999999999993,0.48521857923497236,1.7252185792349717
Soil biota,Alfalfa,Canola,1,7.459999999999999,1.196538461538461,8.65653846153846
Soil biota,Alfalfa,Canola,2,7.199999999999999,1.3322872340425531,8.532287234042553
Soil biota,Alfalfa,Canola,3,7.1499999999999995,0.9145370370370371,8.064537037037036
Soil biota,Alfalfa,Canola,4,8.549999999999999,1.164300441826215,9.714300441826214
Soil biota,Alfalfa,Canola,5,8.09,1.1432876712328761,9.233287671232876
Soil biota,Alfalfa,Canola,6,8.5,1.1661744022503508,9.66617440225035
Soil biota,Alfalfa,Canola,7,8.049999999999999,1.1369294605809128,9.186929460580911
Soil biota,Alfalfa,Canola,8,7.829999999999999,1.331738317757009,9.161738317757008
Soil biota,Alfalfa,Soybean,1,1.6400000000000006,0.3982439024390241,2.0382439024390244
Soil biota,Alfalfa,Soybean,2,2.839999999999999,1.1002336448598125,3.9402336448598114
Soil biota,Alfalfa,Soybean,3,2.299999999999999,0.6774112734864294,2.977411273486428
Soil biota,Alfalfa,Soybean,4,3.42,0.9702295081967209,4.390229508196721
Soil biota,Alfalfa,Soybean,5,3.88,1.3382305005820716,5.218230500582072
Soil biota,Alfalfa,Soybean,6,3.639999999999999,1.1224285714285709,4.76242857142857
Soil biota,Alfalfa,Soybean,7,2.5199999999999996,0.7158932714617168,3.235893271461716
Soil biota,Alfalfa,Soybean,8,3.329999999999999,0.7948809523809521,4.124880952380951
Soil biota,Alfalfa,Maize,1,9.43,3.965617860851505,13.395617860851505
Soil biota,Alfalfa,Maize,2,7.53,3.2763533997401466,10.806353399740146
Soil biota,Alfalfa,Maize,3,7.66,3.61682207747686,11.27682207747686
Soil biota,Alfalfa,Maize,4,7.559999999999999,3.2892088197146556,10.849208819714654
Soil biota,Alfalfa,Maize,5,7.430000000000001,4.409202657807309,11.83920265780731
Soil biota,Alfalfa,Maize,6,9.68,5.1630246749801,14.8430246749801
Soil biota,Alfalfa,Maize,7,9.559999999999999,3.960495988329687,13.520495988329685
Soil biota,Alfalfa,Maize,8,8.629999999999999,3.3371586008624825,11.967158600862481
Soil biota,Alfalfa,Wheat,1,7.989999999999999,0.9636174242424242,8.953617424242424
Soil biota,Alfalfa,Wheat,2,7.369999999999999,1.0556396396396395,8.42563963963964
Soil biota,Alfalfa,Wheat,3,7.209999999999999,1.0899116997792493,8.299911699779248
Soil biota,Alfalfa,Wheat,4,7.2700000000000005,1.2874717832957108,8.55747178329571
Soil biota,Alfalfa,Wheat,5,6.559999999999999,1.3935411471321684,7.953541147132167
Soil biota,Alfalfa,Wheat,6,6.969999999999999,1.0555131578947365,8.025513157894736
Soil biota,Alfalfa,Wheat,7,6.489999999999999,1.142072538860103,7.632072538860102
Soil biota,Alfalfa,Wheat,8,7.42,1.2143847487001729,8.634384748700173
Soil biota,Alfalfa,Alfalfa,1,0.34999999999999964,0.10240000000000009,0.45239999999999975
Soil biota,Alfalfa,Alfalfa,2,0.2599999999999998,0.11519999999999982,0.3751999999999996
Soil biota,Alfalfa,Alfalfa,3,0.13999999999999968,0.06363636363636341,0.2036363636363631
Soil biota,Alfalfa,Alfalfa,4,0.8700000000000001,0.3152216748768468,1.185221674876847
Soil biota,Alfalfa,Alfalfa,5,1.4300000000000006,0.510622009569378,1.9406220095693785
Soil biota,Alfalfa,Alfalfa,6,1.799999999999999,1.2071794871794865,3.0071794871794855
Soil biota,Alfalfa,Alfalfa,7,1.0899999999999999,0.4010526315789464,1.4910526315789463
Soil biota,Alfalfa,Alfalfa,8,0.8099999999999996,0.5398648648648646,1.3498648648648643
