dog_id,treatment,location,latency
Dog_10,Baseline,P,4.37
Dog_10,Baseline,N,14.56
Dog_10,Baseline,N,30
Dog_10,Baseline,P,4.32
Dog_10,Baseline,NN,30
Dog_10,Baseline,N,6.34
Dog_10,Baseline,N,30
Dog_10,Baseline,P,4.28
Dog_10,Baseline,P,5.35
Dog_10,Baseline,NP,4.69
Dog_10,Baseline,N,30
Dog_10,Baseline,N,6.34
Dog_10,Baseline,P,4.96
Dog_10,Baseline,P,5.47
Dog_10,Baseline,NN,16.63
Dog_10,Baseline,N,30
Dog_10,Baseline,N,30
Dog_10,Baseline,P,4.53
Dog_10,Baseline,P,30
Dog_10,Baseline,M,7.5
Dog_10,Relaxed,M,4.16
Dog_10,Relaxed,P,4.13
Dog_10,Relaxed,P,4.15
Dog_10,Relaxed,N,9.62
Dog_10,Relaxed,N,10.72
Dog_10,Relaxed,NP,4.41
Dog_10,Relaxed,P,4.38
Dog_10,Relaxed,N,17
Dog_10,Relaxed,N,30
Dog_10,Relaxed,P,4.15
Dog_10,Relaxed,NN,6.5
Dog_10,Relaxed,N,30
Dog_10,Relaxed,N,30
Dog_10,Relaxed,P,4.31
Dog_10,Relaxed,P,4.37
Dog_10,Relaxed,NP,5.59
Dog_10,Relaxed,N,7.35
Dog_10,Relaxed,N,30
Dog_10,Relaxed,P,4.28
Dog_10,Relaxed,P,4.5
Dog_10,Relaxed,NN,30
Dog_10,Relaxed,P,4.31
Dog_10,Relaxed,N,30
Dog_10,Relaxed,N,7.25
Dog_10,Relaxed,P,4.63
Dog_10,Relaxed,M,6.87
Dog_10,Stressed,M,2.44
Dog_10,Stressed,P,2.22
Dog_10,Stressed,P,2.15
Dog_10,Stressed,N,6.66
Dog_10,Stressed,N,8.87
Dog_10,Stressed,NP,2.6
Dog_10,Stressed,P,2.75
Dog_10,Stressed,N,5.85
Dog_10,Stressed,N,5.9
Dog_10,Stressed,P,2.44
Dog_10,Stressed,NN,5
Dog_10,Stressed,N,19.03
Dog_10,Stressed,N,5.84
Dog_10,Stressed,P,2.78
Dog_10,Stressed,P,3.19
Dog_10,Stressed,NP,4.22
Dog_10,Stressed,N,10.85
Dog_10,Stressed,N,30
Dog_10,Stressed,P,2.97
Dog_10,Stressed,P,4.13
Dog_10,Stressed,NN,30
Dog_10,Stressed,N,23.56
Dog_10,Stressed,N,30
Dog_10,Stressed,P,2.28
Dog_10,Stressed,P,3.78
Dog_10,Stressed,M,6.63
Dog_11,Baseline,M,4.87
Dog_11,Baseline,P,2.78
Dog_11,Baseline,P,2.34
Dog_11,Baseline,N,6.44
Dog_11,Baseline,N,10
Dog_11,Baseline,NP,2.84
Dog_11,Baseline,P,2.62
Dog_11,Baseline,N,9.91
Dog_11,Baseline,N,3.87
Dog_11,Baseline,P,2.15
Dog_11,Baseline,NN,2.76
Dog_11,Baseline,N,7.13
Dog_11,Baseline,N,30
Dog_11,Baseline,P,2.19
Dog_11,Baseline,P,1.68
Dog_11,Baseline,NP,3.06
Dog_11,Baseline,N,7.25
Dog_11,Baseline,N,7.72
Dog_11,Baseline,P,2.72
Dog_11,Baseline,P,2.4
Dog_11,Baseline,NN,2.09
Dog_11,Baseline,N,7.06
Dog_11,Baseline,N,4.65
Dog_11,Baseline,P,2.53
Dog_11,Baseline,P,3.13
Dog_11,Baseline,M,3.62
Dog_11,Relaxed,M,2.5
Dog_11,Relaxed,P,2.47
Dog_11,Relaxed,P,2.38
Dog_11,Relaxed,N,4.63
Dog_11,Relaxed,N,6
Dog_11,Relaxed,NP,2.91
Dog_11,Relaxed,P,2.66
Dog_11,Relaxed,N,4.56
Dog_11,Relaxed,N,5.53
Dog_11,Relaxed,P,2.94
Dog_11,Relaxed,NN,7.9
Dog_11,Relaxed,N,6.81
Dog_11,Relaxed,N,4.85
Dog_11,Relaxed,P,2.88
Dog_11,Relaxed,P,2.41
Dog_11,Relaxed,NP,3.6
Dog_11,Relaxed,N,12.56
Dog_11,Relaxed,N,4.75
Dog_11,Relaxed,P,3.1
Dog_11,Relaxed,P,2.97
Dog_11,Relaxed,NN,4.9
Dog_11,Relaxed,P,3.19
Dog_11,Relaxed,N,4.72
Dog_11,Relaxed,N,10.88
Dog_11,Relaxed,P,3.19
Dog_11,Relaxed,M,5.28
Dog_11,Stressed,M,2.25
Dog_11,Stressed,P,2.32
Dog_11,Stressed,P,2.28
Dog_11,Stressed,N,5.44
Dog_11,Stressed,N,3.22
Dog_11,Stressed,NP,3.19
Dog_11,Stressed,P,2.38
Dog_11,Stressed,N,30
Dog_11,Stressed,N,5.88
Dog_11,Stressed,P,2.25
Dog_11,Stressed,NN,11.16
Dog_11,Stressed,N,30
Dog_11,Stressed,N,30
Dog_11,Stressed,P,1.94
Dog_11,Stressed,P,2.53
Dog_11,Stressed,NP,3
Dog_11,Stressed,N,6.19
Dog_11,Stressed,N,5.06
Dog_11,Stressed,P,2.66
Dog_11,Stressed,P,2.72
Dog_11,Stressed,NN,30
Dog_11,Stressed,N,30
Dog_11,Stressed,N,30
Dog_11,Stressed,P,2.19
Dog_11,Stressed,P,2.84
Dog_11,Stressed,M,14.22
Dog_12,Baseline,M,9.75
Dog_12,Baseline,P,6.63
Dog_12,Baseline,P,2.06
Dog_12,Baseline,N,8.4
Dog_12,Baseline,N,20.54
Dog_12,Baseline,NP,4.72
Dog_12,Baseline,P,4.75
Dog_12,Baseline,N,8.44
Dog_12,Baseline,N,9.13
Dog_12,Baseline,P,8.44
Dog_12,Baseline,NN,6.75
Dog_12,Baseline,N,29.22
Dog_12,Baseline,N,30
Dog_12,Baseline,P,15.16
Dog_12,Baseline,P,13.12
Dog_12,Baseline,NP,4.56
Dog_12,Baseline,N,27.31
Dog_12,Baseline,N,30
Dog_12,Baseline,P,10.5
Dog_12,Baseline,P,9.9
Dog_12,Baseline,NN,5.31
Dog_12,Baseline,N,14.41
Dog_12,Baseline,N,7.34
Dog_12,Baseline,P,11.53
Dog_12,Baseline,P,21.03
Dog_12,Baseline,M,5.25
Dog_12,Relaxed,M,6.31
Dog_12,Relaxed,P,4.53
Dog_12,Relaxed,P,14.28
Dog_12,Relaxed,N,3.37
Dog_12,Relaxed,N,7.38
Dog_12,Relaxed,NP,8.91
Dog_12,Relaxed,P,4.97
Dog_12,Relaxed,N,16.47
Dog_12,Relaxed,N,30
Dog_12,Relaxed,P,2.25
Dog_12,Relaxed,NN,3.22
Dog_12,Relaxed,N,30
Dog_12,Relaxed,N,30
Dog_12,Relaxed,P,30
Dog_12,Relaxed,P,5.32
Dog_12,Relaxed,NP,3.63
Dog_12,Relaxed,N,30
Dog_12,Relaxed,N,30
Dog_12,Relaxed,P,3.68
Dog_12,Relaxed,P,2.28
Dog_12,Relaxed,NN,6.5
Dog_12,Relaxed,P,3.85
Dog_12,Relaxed,N,30
Dog_12,Relaxed,N,6.75
Dog_12,Relaxed,P,2.34
Dog_12,Relaxed,M,30
Dog_12,Stressed,M,2.5
Dog_12,Stressed,P,1.91
Dog_12,Stressed,P,2.59
Dog_12,Stressed,N,30
Dog_12,Stressed,N,30
Dog_12,Stressed,NP,3.16
Dog_12,Stressed,P,3.94
Dog_12,Stressed,N,30
Dog_12,Stressed,N,30
Dog_12,Stressed,P,4.28
Dog_12,Stressed,NN,8.94
Dog_12,Stressed,N,30
Dog_12,Stressed,N,30
Dog_12,Stressed,P,4.94
Dog_12,Stressed,P,3.66
Dog_12,Stressed,NP,4.31
Dog_12,Stressed,N,30
Dog_12,Stressed,N,30
Dog_12,Stressed,P,2.78
Dog_12,Stressed,P,4.84
Dog_12,Stressed,NN,30
Dog_12,Stressed,N,30
Dog_12,Stressed,N,30
Dog_12,Stressed,P,5.27
Dog_12,Stressed,P,3.22
Dog_12,Stressed,M,4.97
Dog_13,Baseline,M,1.91
Dog_13,Baseline,P,2.53
Dog_13,Baseline,P,2.25
Dog_13,Baseline,N,11.91
Dog_13,Baseline,N,16.53
Dog_13,Baseline,NP,2.5
Dog_13,Baseline,P,2.5
Dog_13,Baseline,N,12.16
Dog_13,Baseline,N,30
Dog_13,Baseline,P,3.47
Dog_13,Baseline,NN,2.94
Dog_13,Baseline,N,15.38
Dog_13,Baseline,N,30
Dog_13,Baseline,P,3.02
Dog_13,Baseline,P,2.72
Dog_13,Baseline,NP,3.47
Dog_13,Baseline,N,30
Dog_13,Baseline,N,5.68
Dog_13,Baseline,P,3.62
Dog_13,Baseline,P,5.97
Dog_13,Baseline,NN,5.71
Dog_13,Baseline,N,2.82
Dog_13,Baseline,N,30
Dog_13,Baseline,P,1.94
Dog_13,Baseline,P,2.15
Dog_13,Baseline,M,2.19
Dog_13,Relaxed,M,2.25
Dog_13,Relaxed,P,1.84
Dog_13,Relaxed,P,1.91
Dog_13,Relaxed,N,4.25
Dog_13,Relaxed,N,2.68
Dog_13,Relaxed,NP,2.07
Dog_13,Relaxed,P,2.63
Dog_13,Relaxed,N,10.16
Dog_13,Relaxed,N,2.53
Dog_13,Relaxed,P,2.09
Dog_13,Relaxed,NN,2.75
Dog_13,Relaxed,N,30
Dog_13,Relaxed,N,4.5
Dog_13,Relaxed,P,3.01
Dog_13,Relaxed,P,2.03
Dog_13,Relaxed,NP,2.19
Dog_13,Relaxed,N,2.65
Dog_13,Relaxed,N,30
Dog_13,Relaxed,P,1.75
Dog_13,Relaxed,P,1.78
Dog_13,Relaxed,NN,2.38
Dog_13,Relaxed,P,2.03
Dog_13,Relaxed,N,30
Dog_13,Relaxed,N,30
Dog_13,Relaxed,P,2.12
Dog_13,Relaxed,M,2.88
Dog_13,Stressed,M,2.34
Dog_13,Stressed,P,2.12
Dog_13,Stressed,P,2.06
Dog_13,Stressed,N,2.75
Dog_13,Stressed,N,3.88
Dog_13,Stressed,NP,1.94
Dog_13,Stressed,P,1.88
Dog_13,Stressed,N,30
Dog_13,Stressed,N,4.41
Dog_13,Stressed,P,1.97
Dog_13,Stressed,NN,2.84
Dog_13,Stressed,N,30
Dog_13,Stressed,N,30
Dog_13,Stressed,P,1.85
Dog_13,Stressed,P,1.97
Dog_13,Stressed,NP,4.25
Dog_13,Stressed,N,30
Dog_13,Stressed,N,30
Dog_13,Stressed,P,2.03
Dog_13,Stressed,P,2.51
Dog_13,Stressed,NN,3.95
Dog_13,Stressed,N,30
Dog_13,Stressed,N,30
Dog_13,Stressed,P,1.9
Dog_13,Stressed,P,1.88
Dog_13,Stressed,M,3.91
Dog_14,Baseline,M,3.35
Dog_14,Baseline,P,1.63
Dog_14,Baseline,P,1.59
Dog_14,Baseline,N,3.03
Dog_14,Baseline,N,30
Dog_14,Baseline,NP,1.69
Dog_14,Baseline,P,1.9
Dog_14,Baseline,N,2.66
Dog_14,Baseline,N,30
Dog_14,Baseline,P,1.87
Dog_14,Baseline,NN,3.03
Dog_14,Baseline,N,7.46
Dog_14,Baseline,N,30
Dog_14,Baseline,P,1.93
Dog_14,Baseline,P,1.91
Dog_14,Baseline,NP,2.18
Dog_14,Baseline,N,3.81
Dog_14,Baseline,N,30
Dog_14,Baseline,P,2.4
Dog_14,Baseline,P,1.97
Dog_14,Baseline,NN,4.47
Dog_14,Baseline,N,5.62
Dog_14,Baseline,N,5.56
Dog_14,Baseline,P,1.9
Dog_14,Baseline,P,1.66
Dog_14,Baseline,M,3.41
Dog_14,Relaxed,M,1.38
Dog_14,Relaxed,P,1.32
Dog_14,Relaxed,P,1.31
Dog_14,Relaxed,N,2.03
Dog_14,Relaxed,N,2.68
Dog_14,Relaxed,NP,1.5
Dog_14,Relaxed,P,1.38
Dog_14,Relaxed,N,2.53
Dog_14,Relaxed,N,3.03
Dog_14,Relaxed,P,1.29
Dog_14,Relaxed,NN,2.41
Dog_14,Relaxed,N,4.38
Dog_14,Relaxed,N,30
Dog_14,Relaxed,P,1.32
Dog_14,Relaxed,P,1.87
Dog_14,Relaxed,NP,1.28
Dog_14,Relaxed,N,3.72
Dog_14,Relaxed,N,30
Dog_14,Relaxed,P,1.43
Dog_14,Relaxed,P,1.34
Dog_14,Relaxed,NN,30
Dog_14,Relaxed,P,1.34
Dog_14,Relaxed,N,6.13
Dog_14,Relaxed,N,30
Dog_14,Relaxed,P,1.34
Dog_14,Relaxed,M,2.78
Dog_14,Stressed,M,1.96
Dog_14,Stressed,P,1.25
Dog_14,Stressed,P,1.44
Dog_14,Stressed,N,2.87
Dog_14,Stressed,N,30
Dog_14,Stressed,NP,1.4
Dog_14,Stressed,P,1.35
Dog_14,Stressed,N,30
Dog_14,Stressed,N,30
Dog_14,Stressed,P,1.22
Dog_14,Stressed,NN,30
Dog_14,Stressed,N,30
Dog_14,Stressed,N,30
Dog_14,Stressed,P,1.22
Dog_14,Stressed,P,1.47
Dog_14,Stressed,NP,1.28
Dog_14,Stressed,N,30
Dog_14,Stressed,N,30
Dog_14,Stressed,P,1.31
Dog_14,Stressed,P,1.85
Dog_14,Stressed,NN,2.75
Dog_14,Stressed,N,30
Dog_14,Stressed,N,30
Dog_14,Stressed,P,1.32
Dog_14,Stressed,P,1.5
Dog_14,Stressed,M,2.59
Dog_15,Baseline,M,1.53
Dog_15,Baseline,P,1.41
Dog_15,Baseline,P,1.53
Dog_15,Baseline,N,2.25
Dog_15,Baseline,N,2.4
Dog_15,Baseline,NP,1.5
Dog_15,Baseline,P,1.41
Dog_15,Baseline,N,2.16
Dog_15,Baseline,N,2.31
Dog_15,Baseline,P,1.31
Dog_15,Baseline,NN,2.03
Dog_15,Baseline,N,2.28
Dog_15,Baseline,N,2.88
Dog_15,Baseline,P,1.31
Dog_15,Baseline,P,1.59
Dog_15,Baseline,NP,1.75
Dog_15,Baseline,N,3.5
Dog_15,Baseline,N,30
Dog_15,Baseline,P,1.37
Dog_15,Baseline,P,1.56
Dog_15,Baseline,NN,1.94
Dog_15,Baseline,N,2.34
Dog_15,Baseline,N,2.22
Dog_15,Baseline,P,1.38
Dog_15,Baseline,P,1.47
Dog_15,Baseline,M,2.25
Dog_15,Relaxed,M,1.53
Dog_15,Relaxed,P,1.38
Dog_15,Relaxed,P,1.34
Dog_15,Relaxed,N,4.35
Dog_15,Relaxed,N,6.87
Dog_15,Relaxed,NP,1.63
Dog_15,Relaxed,P,1.34
Dog_15,Relaxed,N,30
Dog_15,Relaxed,N,5.93
Dog_15,Relaxed,P,1.44
Dog_15,Relaxed,NN,4.59
Dog_15,Relaxed,N,30
Dog_15,Relaxed,N,7.84
Dog_15,Relaxed,P,1.56
Dog_15,Relaxed,P,1.5
Dog_15,Relaxed,NP,2.25
Dog_15,Relaxed,N,30
Dog_15,Relaxed,N,30
Dog_15,Relaxed,P,1.56
Dog_15,Relaxed,P,1.57
Dog_15,Relaxed,NN,9.5
Dog_15,Relaxed,P,1.54
Dog_15,Relaxed,N,8.06
Dog_15,Relaxed,N,30
Dog_15,Relaxed,P,1.6
Dog_15,Relaxed,M,5.78
Dog_15,Stressed,M,2.46
Dog_15,Stressed,P,1.38
Dog_15,Stressed,P,1.4
Dog_15,Stressed,N,30
Dog_15,Stressed,N,30
Dog_15,Stressed,NP,2.41
Dog_15,Stressed,P,1.44
Dog_15,Stressed,N,30
Dog_15,Stressed,N,30
Dog_15,Stressed,P,1.47
Dog_15,Stressed,NN,30
Dog_15,Stressed,N,30
Dog_15,Stressed,N,30
Dog_15,Stressed,P,1.63
Dog_15,Stressed,P,1.56
Dog_15,Stressed,NP,30
Dog_15,Stressed,N,30
Dog_15,Stressed,N,30
Dog_15,Stressed,P,1.72
Dog_15,Stressed,P,1.65
Dog_15,Stressed,NN,30
Dog_15,Stressed,N,30
Dog_15,Stressed,N,30
Dog_15,Stressed,P,1.87
Dog_15,Stressed,P,1.78
Dog_15,Stressed,M,30
Dog_16,Baseline,M,4.07
Dog_16,Baseline,P,2.91
Dog_16,Baseline,P,1.72
Dog_16,Baseline,N,4.03
Dog_16,Baseline,N,3.72
Dog_16,Baseline,NP,1.69
Dog_16,Baseline,P,1.73
Dog_16,Baseline,N,3
Dog_16,Baseline,N,5.28
Dog_16,Baseline,P,2.65
Dog_16,Baseline,NN,7.34
Dog_16,Baseline,N,7.06
Dog_16,Baseline,N,6.47
Dog_16,Baseline,P,4.95
Dog_16,Baseline,P,1.79
Dog_16,Baseline,NP,2.59
Dog_16,Baseline,N,3.09
Dog_16,Baseline,N,21.31
Dog_16,Baseline,P,2.56
Dog_16,Baseline,P,2.59
Dog_16,Baseline,NN,2.25
Dog_16,Baseline,N,2.44
Dog_16,Baseline,N,3.09
Dog_16,Baseline,P,3.02
Dog_16,Baseline,P,4.75
Dog_16,Baseline,M,2.1
Dog_16,Stressed,M,2.38
Dog_16,Stressed,P,1.75
Dog_16,Stressed,P,1.65
Dog_16,Stressed,N,3.15
Dog_16,Stressed,N,2.56
Dog_16,Stressed,NP,4.35
Dog_16,Stressed,P,2.09
Dog_16,Stressed,N,2.34
Dog_16,Stressed,N,8.28
Dog_16,Stressed,P,3.1
Dog_16,Stressed,NN,2.59
Dog_16,Stressed,N,7.85
Dog_16,Stressed,N,5.69
Dog_16,Stressed,P,2.09
Dog_16,Stressed,P,2.16
Dog_16,Stressed,NP,2.38
Dog_16,Stressed,N,6.97
Dog_16,Stressed,N,2.71
Dog_16,Stressed,P,30
Dog_16,Stressed,P,1.65
Dog_16,Stressed,NN,5.22
Dog_16,Stressed,P,2.19
Dog_16,Stressed,N,5.94
Dog_16,Stressed,N,12.82
Dog_16,Stressed,P,2
Dog_16,Stressed,M,2.22
Dog_16,Relaxed,M,2.28
Dog_16,Relaxed,P,30
Dog_16,Relaxed,P,2.5
Dog_16,Relaxed,N,5.66
Dog_16,Relaxed,N,30
Dog_16,Relaxed,NP,2.19
Dog_16,Relaxed,P,2.59
Dog_16,Relaxed,N,30
Dog_16,Relaxed,N,2.87
Dog_16,Relaxed,P,1.94
Dog_16,Relaxed,NN,4.25
Dog_16,Relaxed,N,30
Dog_16,Relaxed,N,3.72
Dog_16,Relaxed,P,2.38
Dog_16,Relaxed,P,2.9
Dog_16,Relaxed,NP,2.31
Dog_16,Relaxed,N,14.25
Dog_16,Relaxed,N,4.72
Dog_16,Relaxed,P,2.72
Dog_16,Relaxed,P,2.25
Dog_16,Relaxed,NN,6.66
Dog_16,Relaxed,N,30
Dog_16,Relaxed,N,3.44
Dog_16,Relaxed,P,2.41
Dog_16,Relaxed,P,2.62
Dog_16,Relaxed,M,3.47
Dog_25,Baseline,M,2.16
Dog_25,Baseline,P,2.75
Dog_25,Baseline,P,2.82
Dog_25,Baseline,N,2.9
Dog_25,Baseline,N,3.28
Dog_25,Baseline,NP,2.87
Dog_25,Baseline,P,2.81
Dog_25,Baseline,N,8.91
Dog_25,Baseline,N,7.66
Dog_25,Baseline,P,3.13
Dog_25,Baseline,NN,4.59
Dog_25,Baseline,N,4.09
Dog_25,Baseline,N,30
Dog_25,Baseline,P,3.35
Dog_25,Baseline,P,3.53
Dog_25,Baseline,NP,3.1
Dog_25,Baseline,N,10.94
Dog_25,Baseline,N,28.31
Dog_25,Baseline,P,3.75
Dog_25,Baseline,P,2.93
Dog_25,Baseline,NN,2.65
Dog_25,Baseline,N,4.47
Dog_25,Baseline,N,30
Dog_25,Baseline,P,3.25
Dog_25,Baseline,P,3.25
Dog_25,Baseline,M,2.29
Dog_25,Stressed,M,2.84
Dog_25,Stressed,P,2.31
Dog_25,Stressed,P,2.47
Dog_25,Stressed,N,4.22
Dog_25,Stressed,N,10.03
Dog_25,Stressed,NP,2.78
Dog_25,Stressed,P,2.69
Dog_25,Stressed,N,8.65
Dog_25,Stressed,N,30
Dog_25,Stressed,P,2.63
Dog_25,Stressed,NN,5.12
Dog_25,Stressed,N,30
Dog_25,Stressed,N,30
Dog_25,Stressed,P,2.75
Dog_25,Stressed,P,2.97
Dog_25,Stressed,NP,2.88
Dog_25,Stressed,N,30
Dog_25,Stressed,N,30
Dog_25,Stressed,P,11.75
Dog_25,Stressed,P,2.53
Dog_25,Stressed,NN,6.56
Dog_25,Stressed,P,2.71
Dog_25,Stressed,N,30
Dog_25,Stressed,N,30
Dog_25,Stressed,P,2.78
Dog_25,Stressed,M,30
Dog_25,Relaxed,M,2.1
Dog_25,Relaxed,P,2.25
Dog_25,Relaxed,P,2.63
Dog_25,Relaxed,N,30
Dog_25,Relaxed,N,25.13
Dog_25,Relaxed,NP,2.57
Dog_25,Relaxed,P,2.82
Dog_25,Relaxed,N,30
Dog_25,Relaxed,N,30
Dog_25,Relaxed,P,2.25
Dog_25,Relaxed,NN,8.28
Dog_25,Relaxed,N,30
Dog_25,Relaxed,N,30
Dog_25,Relaxed,P,2.6
Dog_25,Relaxed,P,2.9
Dog_25,Relaxed,NP,5.31
Dog_25,Relaxed,N,30
Dog_25,Relaxed,N,30
Dog_25,Relaxed,P,2.66
Dog_25,Relaxed,P,2.91
Dog_25,Relaxed,NN,30
Dog_25,Relaxed,N,30
Dog_25,Relaxed,N,30
Dog_25,Relaxed,P,2.78
Dog_25,Relaxed,P,3.1
Dog_25,Relaxed,M,5.56
Dog_18,Baseline,M,2.22
Dog_18,Baseline,P,2.19
Dog_18,Baseline,P,1.81
Dog_18,Baseline,N,2.78
Dog_18,Baseline,N,4.41
Dog_18,Baseline,NP,2.03
Dog_18,Baseline,P,2.13
Dog_18,Baseline,N,4.66
Dog_18,Baseline,N,3.1
Dog_18,Baseline,P,2.41
Dog_18,Baseline,NN,3.16
Dog_18,Baseline,N,4.85
Dog_18,Baseline,N,30
Dog_18,Baseline,P,4.47
Dog_18,Baseline,P,2.75
Dog_18,Baseline,NP,3.54
Dog_18,Baseline,N,9
Dog_18,Baseline,N,30
Dog_18,Baseline,P,4.28
Dog_18,Baseline,P,30
Dog_18,Baseline,NN,13.32
Dog_18,Baseline,N,8.5
Dog_18,Baseline,N,30
Dog_18,Baseline,P,30
Dog_18,Baseline,P,4.13
Dog_18,Baseline,M,4.78
Dog_18,Stressed,M,2.53
Dog_18,Stressed,P,2.37
Dog_18,Stressed,P,2.22
Dog_18,Stressed,N,30
Dog_18,Stressed,N,6.91
Dog_18,Stressed,NP,3.65
Dog_18,Stressed,P,2.57
Dog_18,Stressed,N,3.38
Dog_18,Stressed,N,6.63
Dog_18,Stressed,P,1.94
Dog_18,Stressed,NN,2.53
Dog_18,Stressed,N,11.78
Dog_18,Stressed,N,30
Dog_18,Stressed,P,2.19
Dog_18,Stressed,P,2.09
Dog_18,Stressed,NP,2.22
Dog_18,Stressed,N,11.81
Dog_18,Stressed,N,5
Dog_18,Stressed,P,2.19
Dog_18,Stressed,P,2.41
Dog_18,Stressed,NN,5.75
Dog_18,Stressed,P,1.9
Dog_18,Stressed,N,3.91
Dog_18,Stressed,N,4.75
Dog_18,Stressed,P,2.31
Dog_18,Stressed,M,3.18
Dog_18,Relaxed,M,3.18
Dog_18,Relaxed,P,2.31
Dog_18,Relaxed,P,2.25
Dog_18,Relaxed,N,22.37
Dog_18,Relaxed,N,5.16
Dog_18,Relaxed,NP,3.03
Dog_18,Relaxed,P,2.88
Dog_18,Relaxed,N,8.44
Dog_18,Relaxed,N,8.22
Dog_18,Relaxed,P,1.82
Dog_18,Relaxed,NN,5.06
Dog_18,Relaxed,N,6.44
Dog_18,Relaxed,N,7.78
Dog_18,Relaxed,P,2.31
Dog_18,Relaxed,P,2.56
Dog_18,Relaxed,NP,3.41
Dog_18,Relaxed,N,5.84
Dog_18,Relaxed,N,30
Dog_18,Relaxed,P,2.44
Dog_18,Relaxed,P,2.78
Dog_18,Relaxed,NN,30
Dog_18,Relaxed,N,5.75
Dog_18,Relaxed,N,4.97
Dog_18,Relaxed,P,2.09
Dog_18,Relaxed,P,2.47
Dog_18,Relaxed,M,3.91
